geoname,,,AGRm,MINm,MANm,TandWm,INFm,FandIm,Rem,HSm,PIEPCm,TRADEm,PSTEm,MEHIm,unemployrate
Rhode Island,,,0.0014,0.0004,0.0214,0.0025,-0.0029,0.0274,0.02,0.0016,0.1195,0.0165,0.0079,0.198,-0.341666667
Rhode Island,,,0.0004,0.0011,0.0211,0.0013,0.0199,-0.0034,0.0233,0.028,0.1131,0.0314,0.0151,-0.601,0.666666666
Rhode Island,,,-0.0003,-0.0002,-0.0221,0.0044,0.0137,-0.007,0.0659,0.0114,0.1661,0.036,0.0109,0.214,0.466666667
Rhode Island,,,-0.0015,0.0007,0.0522,0.0023,0.0247,0.0095,0.0331,0.0145,0.1394,0.0024,0.0159,0.312,-0.325
Rhode Island,,,-0.0001,-0.001,-0.0441,0.0029,0.0089,0.0116,0.0562,0.0136,0.173,0.0059,1.00E-04,0.023,-0.141666667
Rhode Island,,,0.0012,-0.0006,0.0447,0.0031,-0.0075,0.0304,-0.024,0.0126,0.1415,-0.0094,0.0256,0.395,0.108333334
Rhode Island,,,-0.0034,1.00E-04,-0.0742,-0.0041,-0.0017,0.0194,0.0073,-0.008,0.1326,-0.0044,-0.0124,-0.124,-0.108333334
Rhode Island,,,-0.0006,0.0002,-0.0058,0.0014,0.0161,-0.1055,-0.0315,0.0149,0.0588,-0.023,0.0214,-0.389,2.491666667
Rhode Island,,,1.00E-04,-0.0017,0.0293,0.0025,0.0007,-0.0296,0.0263,0.0116,0.0572,0.0242,0.0032,-0.093,0.23333333
Rhode Island,,,-0.0014,-0.0007,-0.0227,0.0033,-0.0063,-0.0096,0.0046,-0.0085,0.0879,0.0007,0.0003,-0.531,-0.60833333
Rhode Island,,,-0.0004,0.0008,-0.0043,0.0009,-0.013,0.0293,-0.0019,1.00E-04,0.0216,0.0098,-0.0049,0.755,-0.8
Rhode Island,,,-0.0005,-0.0006,0.0355,-0.0029,-0.0062,-0.008,-0.0122,0.0058,0.1007,0.0156,0.0017,-0.051,-0.74166667
Rhode Island,,,1.00E-04,0.0022,-0.0005,-0.0029,0.0021,0.0483,-0.024,0.0016,0.1289,0.0055,0.006,0.182,-1.708333333
Rhode Island,,,0.0033,0.00037,0.08548,0.01751,0.01652,0.12719,0.08417,0.07568,0.1745,0.08571,0.10366,0.291,-2.525
Rhode Island,,,0.0002,0.00119,-0.02374,0.01166,-0.04052,0.04044,-0.03964,0.01517,0.1218,0.01408,0.0271,0.329,-0.733333334
Rhode Island,,,-0.00038,-0.00132,0.01981,0.0019,-0.0008,-0.05203,-0.03631,0.00348,0.1554,0.01555,0.0221,-0.515,-0.475
Rhode Island,,,-0.00056,-0.0003,-0.02181,0.00065,0.01461,0.06266,-0.0028,0.02217,0.1075,0.0132,0.01481,0.793,-0.483333333
Rhode Island,,,0.00017,0.00051,0.0155,-0.01204,-0.00188,-0.04253,0.03977,-0.0292,-0.0474,-0.00227,-0.02005,1.048,5.658333333
Rhode Island,,,-0.00113,0.00102,0.01872,0.00765,0.0185,-0.00496,0.03506,0.01583,0.5512,-0.00368,0.05482,-0.953,-3.7
Rhode Island,,,0.0003,0.00024,0.00649,0.00447,0.01361,-0.01917,0.07292,0.02172,0.4109,-0.02716,0.0493,-0.02,-2.291666666
South Carolina,,,-0.0107,0.009,0.0509,0.0289,0.0271,0.0649,0.0585,0.0269,0.0834,0.1252,-0.0327,-0.249,-0.866666667
South Carolina,,,0.0086,0.0088,0.0637,0.0081,-0.0031,0.0428,0.1267,0.0272,0.1096,0.0602,0.0211,0.417,0.508333334
South Carolina,,,0.0217,0.0028,0.0136,0.0185,0.0013,0.0312,0.0484,0.0281,0.1147,0.0469,-0.0066,-0.024,-0.408333334
South Carolina,,,0.0057,-0.0066,0.0489,-0.0252,0.0162,0.0195,0.0986,0.0449,0.064,0.032,0.0389,-0.107,1.55
South Carolina,,,-0.0303,0.0031,0.1371,0.0014,0.0317,0.049,-0.0177,0.0274,0.0646,0.0438,0.0234,-0.061,1.15
South Carolina,,,0.0291,0.0024,0.1609,0.013,0.0173,0.0304,-0.0551,0.0285,0.0935,0.1273,0.0108,-0.019,0.758333334
South Carolina,,,0.0051,0.0012,-0.2872,0.0108,0.0348,0.0065,-0.0043,0.0322,0.1378,0.1121,0.0349,-0.111,0.25
South Carolina,,,-0.0016,-0.0079,-0.0072,0.0291,0.0365,0.0723,0.022,0.0292,0.1458,0.1244,0.0207,0.06,-0.15
South Carolina,,,0.0043,0.0028,0.0516,0.0148,0.0286,0.0002,0.0472,0.0411,0.1128,0.0599,0.0234,-0.249,-0.416666667
South Carolina,,,-0.0365,-0.0135,0.1301,-0.0141,0.0382,0.0543,0.1694,0.0218,0.125,0.0089,0.0407,0.489,-0.808333333
South Carolina,,,0.0096,-0.0029,-0.1587,-0.0116,0.0502,-0.0289,0.0572,0.0594,0.0583,-0.0783,0.059,-0.485,1.225
South Carolina,,,0.0251,-0.0019,-0.2271,-0.0367,-0.012,0.1251,0.0207,0.0031,-0.0735,-0.2208,-0.0389,-0.117,4.116666663
South Carolina,,,-0.0052,-0.0068,0.1828,0.0201,-0.0202,-0.0396,0.0586,0.0157,0.109,0.0182,0.0229,0.004,-0.10833333
South Carolina,,,-0.0309,-0.0005,0.1528,0.0166,-0.0254,-0.0123,0.0971,0.0266,0.1048,0.0196,0.0565,-0.368,-0.85
South Carolina,,,0.0079,-0.001,-0.0006,0.0042,-0.0109,-0.0454,-0.0166,0.0066,0.0388,0.0305,0.0128,0.44,-1.416666667
South Carolina,,,0.0134,0.0019,-0.017,0.0061,0.0334,-0.0105,0.0805,0.0298,0.0846,0.0765,0.0078,-0.169,-1.608333333
South Carolina,,,-0.0177,0.0017,0.1189,0.0118,0.0106,0.0255,0.0324,0.0406,0.109,0.1067,0.0396,0.091,-1.15
South Carolina,,,-0.0011,-0.0007,0.0023,0.0051,0.0288,0.002,0.1089,0.0636,0.0877,0.0817,0.0455,0.177,-0.375
South Carolina,,,0.02212,0.01247,0.54727,0.08458,0.08166,0.22241,0.34049,0.15543,0.102,0.26229,0.27548,0.908,-0.983333333
South Carolina,,,0.0157,0.00957,-0.19372,0.06929,0.08003,0.09064,0.31606,0.09038,0.1048,0.2296,0.09226,-0.089,-0.716666667
South Carolina,,,-0.0023,0.00672,0.14099,0.01522,0.07452,-0.04552,0.12025,0.04928,0.1183,0.14963,0.07817,0.209,-0.825
South Carolina,,,-0.00775,0.00309,0.18107,0.00888,0.04618,0.02701,0.04627,0.03754,0.1162,0.10618,0.02777,0.425,-0.591666667
South Carolina,,,-0.00767,0.00034,-0.3033,-0.00461,-0.06433,0.0994,0.20771,-0.05189,-0.0206,0.07472,-0.03518,-0.263,3.2
South Carolina,,,0.0225,-0.00365,0.02688,0.05064,0.08855,0.06233,0.23602,0.10317,0.4796,0.01575,0.14806,-0.058,-2
South Carolina,,,-0.03227,-0.00277,0.07747,0.00284,0.05772,-0.00723,0.18087,0.09868,0.329,-0.06003,0.22199,-0.567,-0.725
South Dakota,,,0.0032,-0.0046,0.0278,-0.0134,-0.0107,0.0227,0.011,0.0142,0.0836,0.0306,0.0079,0.456,-0.1
South Dakota,,,-0.0085,-0.0002,0.0116,0.0017,0.0033,0.0362,0.0133,0.0109,0.1113,0.0026,0.0024,0.393,-0.116666667
South Dakota,,,0.0358,-0.0042,0.065,0.0006,-0.0017,0.02,0.0128,0.0007,0.1134,0.0016,0.0007,-0.095,-0.191666667
South Dakota,,,-0.0296,0.0008,-0.0272,-0.0013,0.0011,0.1015,0.0134,0.0013,0.0908,0.0115,0.0037,0.373,0.466666667
South Dakota,,,-0.0218,-0.0041,0.0929,0.0001,0.0076,0.1334,0.0038,0.0133,0.0884,0.0131,0.0049,-0.356,0.233333333
South Dakota,,,0.0707,-0.0007,-0.0974,0.0088,0.0052,0.0391,0.0034,0.0144,0.1233,0.0267,0.0016,0.131,0.241666667
South Dakota,,,0.0178,-0.0009,0.0398,0.0082,0.0081,0.0152,-0.0208,0.0118,0.1494,0.0132,0.0017,0.088,0.133333333
South Dakota,,,-0.0226,-0.0011,0.0193,0.0123,0.0094,0.0205,0.0129,0.0014,0.1613,0.0329,0.0063,0.123,-0.058333333
South Dakota,,,-0.039,-0.0018,0.0201,0.0033,0.0025,0.034,-0.0019,0.0023,0.1561,0.0097,0.0044,0.144,-0.55
South Dakota,,,0.048,0.0016,0.0282,-0.0051,0.0083,0.0066,0.0338,0.0024,0.1026,0.0035,0.001,-0.024,-0.175
South Dakota,,,0.0694,0.0002,-0.0091,-0.0024,0.0017,0.0109,0.0253,0.022,0.1218,-0.0007,0.0143,0.458,0.258333333
South Dakota,,,0.041,-0.0001,-0.0486,-0.0073,0.0018,0.0534,0.0029,0.0066,-0.0106,-0.0111,-0.0027,-0.736,1.5
South Dakota,,,-0.038,0.0015,0.0306,0.0052,0.003,-0.0552,0.024,0.0032,0.1502,0.0309,0.0076,-0.144,0.325
South Dakota,,,0.0851,-0.001,0.0466,0.0035,-0.0005,0.0266,0.0131,0.0101,0.094,0.0168,0.005,0.059,-0.308333333
South Dakota,,,-0.0791,0.0028,-0.0157,-0.0011,-0.003,0.0309,0.0225,0.012,0.1178,0.023,0.0016,0.159,-0.541666667
South Dakota,,,0.0587,-0.0014,-0.0022,-0.0013,0.0035,-0.0642,-0.0032,0.0076,0.0637,0.0325,0.0057,0.417,-0.358333333
South Dakota,,,-0.0511,-0.0007,0.016,0.0033,0.0073,0.01,-0.0071,0.0089,0.0918,0.0261,0.003,-0.136,-0.366666667
South Dakota,,,0.0092,-0.0028,0.0153,-0.0036,0.02,-0.0016,0.0038,0.0171,0.1021,0.023,0.0113,0.249,-0.283333333
South Dakota,,,0.02878,0.00028,0.05547,0.01928,-0.00552,0.22443,0.07599,0.0781,0.1055,0.07022,0.01993,0.227,-0.033333333
South Dakota,,,0.00734,-0.00117,-0.00969,0.01667,-0.00294,0.17269,0.00321,0.03732,0.1216,0.01559,0.0061,-0.182,0.033333333
South Dakota,,,0.05626,-0.00194,-0.00672,-0.00289,0.00942,-0.05024,-0.02612,0.00964,0.1592,0.00852,0.0135,0.162,-0.258333333
South Dakota,,,-0.04183,-0.00066,-0.04567,-0.00415,0.01814,0.0531,0.00819,0.03007,0.0978,-0.00623,0.00856,0.446,-0.008333334
South Dakota,,,0.06246,0.00644,0.02444,-0.00496,-0.00951,-0.0829,0.03666,0.02232,-0.0062,0.0147,0.00027,0.593,1.441666667
South Dakota,,,0.03575,0.00074,0.03079,0.00627,0.00951,0.03621,0.02059,0.00095,0.466,0.00198,0.03329,0.056,-1.583333333
South Dakota,,,0.01479,-0.00017,0.01247,-0.00626,0.00908,-0.11498,0.03486,0.00069,0.3053,-0.03134,0.0286,-1.25,-0.575
Tennessee,,,0.0121,0.0147,0.0381,0.0724,0.0043,0.0818,0.0497,-0.0232,0.0692,0.2606,0.0303,0.515,-0.916666667
Tennessee,,,-0.0186,0.024,0.1193,0.0479,0.012,0.1025,0.1112,-0.0192,0.1051,0.1035,-0.0022,0.287,-0.391666667
Tennessee,,,0.0392,-0.0114,-0.0781,0.0152,0.0164,0.08,0.0446,0.0255,0.1152,0.0681,0.017,-0.592,-0.091666666
Tennessee,,,0.0021,-0.0011,-0.0331,-0.0485,0.0414,0.0903,0.1272,0.0156,0.0475,0.0109,0.0375,0.144,0.65
Tennessee,,,-0.0174,-0.0128,0.1266,0.0055,0.0825,0.0254,0.0118,0.0707,0.0624,0.0967,0.0724,0.124,0.608333333
Tennessee,,,-0.0073,0.0006,0.2525,0.0341,0.0144,0.0619,-0.0404,0.0622,0.0817,0.2587,0.0585,-0.042,0.383333333
Tennessee,,,-0.0263,0.006,0.5171,0.0832,0.0255,-0.0588,-0.0507,0.1184,0.1197,0.1876,0.1124,-0.058,-0.158333333
Tennessee,,,-0.0101,0.0056,-0.0499,0.0722,0.0536,-0.0598,0.0049,0.0686,0.1284,0.1595,-0.0007,0.033,0.175
Tennessee,,,0.0497,0.0047,0.1439,0.0496,0.0767,0.0271,0.0264,0.1125,0.1093,0.0789,-0.0427,0.021,-0.25
Tennessee,,,-0.0669,0.0095,-0.1892,-0.0648,0.1046,0.0104,0.1619,0.013,0.1117,0.0068,0.0036,-0.074,-0.641666667
Tennessee,,,0.02,-0.0263,-0.0745,-0.0278,-0.0497,-0.0329,0.0892,0.1533,0.0353,-0.1005,0.1159,-0.396,1.883333334
Tennessee,,,-0.0092,-0.0153,-0.4042,-0.1135,0.0395,0.0938,0.055,0.1189,-0.0692,-0.3634,-0.0577,0.129,3.600000003
Tennessee,,,-0.0502,-0.0016,0.1284,0.0682,-0.008,0.025,0.1293,0.0225,0.0966,0.1084,0.0204,-0.324,-0.29166667
Tennessee,,,0.0004,-0.0166,0.1581,0.0544,-0.0083,0.0269,0.106,0.0779,0.1098,0.0633,0.0216,0.315,-0.716666667
Tennessee,,,-0.0218,-0.0033,0.2405,0.016,-0.0778,-0.0117,0.0422,0.0598,0.0603,0.1349,0.0613,-0.012,-1.15
Tennessee,,,0.044,-0.0046,0.1656,0.0044,0.0292,-0.0195,0.0526,0.0358,0.0425,0.0416,0.0181,-0.019,-0.233333333
Tennessee,,,-0.0174,0.0066,0.086,-0.0324,-0.0083,0.0747,0.0379,0.0377,0.1021,0.0899,0.0591,-0.032,-1.125
Tennessee,,,0.0034,-0.0083,-0.0571,-0.005,0.1549,-0.031,0.0893,0.2094,0.0744,0.1289,0.1098,0.441,-1.033333333
Tennessee,,,-0.01121,0.00059,0.56596,0.3022,0.10691,0.65881,0.48521,0.65512,0.1073,0.61168,0.34966,0.432,-0.808333334
Tennessee,,,0.0252,0.0062,0.37175,0.16236,0.03555,0.14999,0.48034,0.07423,0.131,0.2636,0.10739,0.36,-1.008333333
Tennessee,,,-0.011,0.01239,-0.10543,0.01219,0.1034,0.01163,0.06139,-0.0665,0.116,0.14775,0.21055,-0.041,-0.25
Tennessee,,,0.00958,-0.00108,-0.01656,-0.00918,0.06329,-0.02095,0.14988,0.03725,0.1234,0.1359,0.18993,-0.03,-0.158333333
Tennessee,,,-0.02272,0.00863,0.01554,0.06499,0.04025,0.14804,-0.02246,-0.02492,-0.0253,0.07798,-0.03888,-0.253,4.191666666
Tennessee,,,0.05134,0.0039,0.15454,0.17856,0.26875,0.23005,0.3431,0.26406,0.499,0.16394,0.35107,0.506,-3.041666666
Tennessee,,,-0.0334,-0.00117,0.39917,-0.08237,0.14204,-0.07377,0.25692,0.119,0.3539,-0.17729,0.25344,-0.165,-1.125
Texas,,,-0.0211,0.0917,0.8117,0.2998,0.2248,0.4891,0.1312,0.2214,0.1,0.826,0.5537,0.039,-0.425
Texas,,,0.1428,-0.67,-0.1663,0.1381,0.186,0.4148,0.5169,0.0667,0.1083,0.6961,0.2244,0.36,-0.241666667
Texas,,,0.0292,-1.7421,0.6746,0.1203,0.1744,0.1906,0.2738,0.1316,0.1403,0.5365,0.3722,-0.227,-0.341666667
Texas,,,-0.0656,2.0495,0.3154,0.1541,-0.0122,0.2754,-0.3064,0.2119,0.0851,0.28,0.3857,0.217,0.575
Texas,,,0.1278,0.5316,0.3306,-0.5228,0.2704,0.0508,0.1065,0.3215,0.0431,0.0783,0.1088,-0.189,1.4
Texas,,,0.0597,-1.4443,0.4262,0.1319,0.1457,0.1479,-0.068,0.0947,0.0762,0.4704,-0.0671,-0.261,0.375
Texas,,,-0.0049,-0.4326,3.4186,0.3726,0.3621,-0.1607,0.0549,0.1656,0.112,0.7915,0.1774,0.169,-0.716666666
Texas,,,0.0035,-0.2025,-0.4765,0.2298,0.1033,0.4604,0.5613,0.0313,0.1525,0.8961,0.2344,-0.169,-0.558333334
Texas,,,-0.0511,0.7345,1.7761,0.2747,0.2098,0.2181,0.5095,0.2951,0.1099,0.7337,0.4227,0.096,-0.458333333
Texas,,,-0.1033,0.8896,1.3724,-0.0088,0.5051,-0.2451,0.6046,0.0416,0.1159,0.8322,0.2713,0.223,-0.633333333
Texas,,,-0.0932,0.3539,-1.8862,0.2957,0.2698,-0.0774,0.1476,0.3436,0.0727,0.1289,0.7376,-0.165,0.5
Texas,,,0.0436,1.6196,-0.7798,-0.4364,-0.3897,0.5505,-0.2252,0.3488,-0.0607,-1.017,-0.4747,0.155,2.675
Texas,,,0.256,-1.2825,1.7597,0.2857,-0.1313,0.0831,0.6129,0.1572,0.098,0.6439,0.233,-0.112,0.65
Texas,,,-0.2034,0.7885,0.8056,0.1752,-0.0111,0.2258,0.7617,0.1535,0.1335,0.6762,0.3597,0.04,-0.175
Texas,,,-0.0574,2.4119,-0.1776,0.2127,-0.0505,0.2574,0.2875,0.1476,0.0986,1.2805,0.4038,0.24,-1.308333334
Texas,,,0.1051,1.6987,1.8999,-0.2283,0.3692,-0.0496,0.3491,0.1642,0.092,0.703,0.1614,-0.141,-0.408333333
Texas,,,0.0575,2.0903,-1.1375,0.023,0.2708,0.3784,0.8711,0.2796,0.139,1.3877,0.4407,0.21,-1.108333333
Texas,,,0.0337,1.4107,1.2943,0.5006,0.3646,0.1394,0.3831,0.4811,0.0836,0.7599,0.4659,0.319,-0.708333334
Texas,,,0.06677,-9.80169,-0.30923,0.71715,0.55186,2.57706,2.00034,1.74266,0.0709,1.63485,2.08126,0.141,0.166666667
Texas,,,0.11848,3.04107,0.15247,0.67398,0.51491,-0.34116,2.14285,0.39939,0.1317,0.89094,0.51966,0.109,-0.308333333
Texas,,,-0.00747,0.89931,2.36732,0.17451,0.41424,0.18173,1.17525,0.25039,0.1384,0.78181,0.89637,-0.176,-0.441666667
Texas,,,-0.10508,2.74343,-1.5101,-0.08353,0.64765,0.40109,0.61279,0.37562,0.1059,0.32525,1.31418,0.772,-0.375
Texas,,,-0.00438,-0.677,-1.87402,-0.52407,0.24761,0.19227,2.32868,-0.40658,-0.0274,0.3071,-0.74208,0.029,4.2
Texas,,,0.10687,-2.5824,1.78148,0.80071,1.19063,1.52201,1.6224,0.692,0.5225,-0.05305,1.9401,-0.443,-2.075
Texas,,,-0.27761,-1.26068,0.3609,0.28412,1.16551,0.15473,1.87076,0.62215,0.3622,-0.0914,2.00608,0.196,-1.775
Utah,,,0.0042,-0.0022,0.0456,0.0252,0.0563,0.0499,0.0234,0.0222,0.0599,0.1005,0.0257,0.159,0.391666666
Utah,,,0.0059,-0.0047,0.001,-0.0168,0.0423,0.098,0.0678,0.0069,0.0717,0.0277,0.0144,0.139,-0.05
Utah,,,0.0027,0.0059,0.0884,-0.0059,-0.0176,0.0781,0.0232,0.0055,0.1053,0.0216,0.0317,-0.014,-0.183333333
Utah,,,0.0045,0.0306,-0.0916,-0.0372,-0.0053,0.2125,0.0322,0.0015,0.0559,0.0283,0.0169,-0.201,1.041666667
Utah,,,-0.0092,-0.0338,0.0301,-0.0013,0.0374,0.0437,-0.0184,0.0207,0.0636,0.0169,0.0089,-0.012,1.3
Utah,,,-0.0013,-0.0085,0.0944,0.0136,0.011,0.0328,0.0015,0.0203,0.0803,0.0685,0.0124,0.064,-0.1
Utah,,,0.0033,0.0241,0.0643,0.041,0.0382,0.0498,-0.0107,0.025,0.1373,0.0863,0.0211,0.054,-0.558333334
Utah,,,0.0056,0.0454,0.0599,0.0346,0.0587,0.036,0.1184,0.0228,0.1336,0.0785,0.0415,0.355,-0.966666666
Utah,,,-0.0079,0.0447,0.1288,0.0205,0.0348,0.11,0.115,0.0542,0.1395,0.1027,0.0579,-0.248,-1.175
Utah,,,-0.0074,0.0196,0.1256,0.0175,0.0168,0.089,0.1555,0.0051,0.1327,0.0654,0.0435,-0.342,-0.308333334
Utah,,,0.0032,-0.001,-0.0309,-0.0298,0.043,-0.2108,0.0243,0.0383,0.0352,-0.0291,0.06,0.928,0.783333334
Utah,,,-0.0072,0.0447,0.2877,-0.0352,-0.0459,-0.0707,-0.0419,0.0189,-0.1045,-0.1127,-0.0278,-0.502,3.916666666
Utah,,,0.0148,-0.0045,0.0676,0.0295,-0.0101,-0.0129,0.0493,-0.0081,0.0156,0.0076,0.0111,-0.338,0.675
Utah,,,0.0013,0.0187,-0.0168,0.0132,-0.0038,0.0779,0.0563,0.0226,0.0858,0.0334,0.0445,-0.376,-0.875
Utah,,,-0.0099,-0.0144,-0.2187,0.0027,0.033,0.0825,0.0525,0.0136,0.095,0.0688,0.0379,0.221,-2.283333333
Utah,,,0.0105,-0.0029,0.0437,0.0077,0.0431,-0.0156,0.0347,0.0403,0.0691,0.0503,0.0398,0.245,-0.566666667
Utah,,,0.0121,0.0538,-0.0345,0.0018,0.0196,0.0775,0.0549,0.0063,0.1302,0.0279,0.0568,0.178,-0.575
Utah,,,0.0015,-0.1252,0.0664,0.0023,0.057,0.0477,0.0948,0.0342,0.0951,0.075,0.0581,0.353,-0.125
Utah,,,0.01105,-0.08989,0.1754,0.14712,0.18499,0.37948,0.35419,0.17358,0.1352,0.32718,0.24509,0.077,-0.158333333
Utah,,,0.00719,0.10556,0.12289,0.05584,-0.01405,0.13121,0.16888,0.04498,0.1401,0.22818,0.06569,0.132,-0.183333333
Utah,,,0.0075,-0.00049,0.15925,0.0316,0.05627,0.0433,0.19807,0.04722,0.1856,0.09727,0.18496,0.679,-0.25
Utah,,,0.00367,0.0221,0.11746,0.01895,0.1438,0.17998,0.07229,0.04211,0.1454,0.05982,0.16595,0.719,-0.375
Utah,,,-0.00557,0.03652,-0.01896,-0.05378,0.0729,0.00716,-0.07518,-0.00877,0.0494,0.09068,0.06316,-0.159,2.308333333
Utah,,,-0.01144,0.00747,0.24704,0.04669,0.18326,0.17456,0.18694,0.08098,0.5622,0.04294,0.20224,-0.017,-2.091666667
Utah,,,0.02506,-0.02804,-0.00243,0.04486,0.17481,-0.19671,0.00511,0.08562,0.4339,-0.05348,0.2451,0.129,-0.458333333
Vermont,,,0.0029,0.0012,0.0074,0.0009,-0.0019,0.0065,-0.0007,0.0025,0.1222,0.0127,0.0022,0.651,-0.475
Vermont,,,0.0037,0.0019,0.0202,0.001,-0.0044,0.0105,0.0068,0.0125,0.141,0.0073,0.0138,0.232,-0.391666667
Vermont,,,0.0032,0.0007,0.0321,0.0027,-0.0062,0.0074,0.0019,0.0096,0.1603,0.011,0.0073,-0.55,-0.266666667
Vermont,,,-0.0002,0.0023,0.0213,-0.0039,0.0016,0.0043,0.0204,0.0136,0.1393,0.019,-0.0014,0.049,0.483333334
Vermont,,,-0.004,0.0006,-0.001,0.0006,0.0059,0.008,0.0044,0.0139,0.113,0.0175,0.007,0.263,0.541666666
Vermont,,,0.0009,0.0022,0.0134,0.001,0.0042,0.0082,0.0026,0.0095,0.1526,0.0255,0.0106,-0.097,0.55
Vermont,,,0.0025,-0.0035,0.0053,0.0032,0.0078,0.0006,0.0122,0.006,0.1711,0.0142,0.0117,0.443,-0.708333333
Vermont,,,0.0063,0.0023,-0.0004,0.002,0.0031,0.0088,0.011,0.0065,0.1758,0.0028,-0.003,0.289,-0.225
Vermont,,,-0.0042,0.0004,0.0332,-1.00E-04,-0.0014,-0.002,0.006,0.0047,0.1385,-0.0108,0.0035,-0.027,0.266666667
Vermont,,,-0.0039,-0.0011,0.0098,-0.0008,0.01,-0.0136,0.0002,0.0169,0.1157,-0.0044,0.0116,0.208,0.625
Vermont,,,0.0063,-0.001,0.0468,0.002,-0.0041,-0.0073,0.0252,-0.0027,0.1167,0.0114,-0.0006,0.377,0.15
Vermont,,,0.0011,-0.0017,0.0099,0.0028,-0.0007,0.0021,0.0124,0.0034,0.1735,0.0049,0.002,-0.734,-0.75
Vermont,,,-0.006,-0.001,-0.012,-0.0018,-0.0082,0.0057,0.0012,0.0061,0.0915,-0.0027,-0.0002,0.337,-0.75
Vermont,,,0.0028,0.0005,-0.0379,-0.0019,0.0048,-0.0096,-0.0042,0.0076,0.0691,0.0084,0.001,1.136,-0.4
Vermont,,,-0.0023,-0.0048,-0.0105,-0.004,0.0038,0.0014,-0.0026,0.0108,0.0461,0.0108,0.0082,-0.141,-0.458333334
Vermont,,,0.00741,0.00784,0.04082,0.00745,0.00856,0.02042,0.07993,0.05219,0.0419,0.04603,0.06262,0.098,-0.408333333
Vermont,,,0.00038,-0.00659,0.00177,0.00488,-0.00815,0.0125,0.00234,0.01391,0.1236,0.02323,0.01132,0.209,-0.116666667
Vermont,,,-0.00215,-0.00683,0.015,-0.00034,-0.00274,-0.00429,-0.02372,0.0108,0.2364,0.00965,0.01068,0.59,-0.525
Vermont,,,0.00759,-0.00125,-0.00622,1.00E-05,0.01019,0.00574,-0.00271,0.00656,0.0932,0.0053,0.00649,0.364,-0.383333333
Vermont,,,-0.0075,0.0054,-0.00359,-0.00277,-0.00077,-0.01571,0.00859,-0.00535,-0.1019,-0.00451,-0.00395,-0.882,3.616666667
Vermont,,,-0.00289,-0.00237,0.01795,0.00284,0.0112,-0.0002,0.0203,0.00568,0.4029,-0.01123,0.04391,0.623,-2.016666667
Vermont,,,0.00644,-0.00048,-0.00746,-0.00246,0.00958,0.00541,0.00792,0.00919,0.4546,-0.0159,0.03221,-0.985,-1.075
Virginia,,,0.0035,0.0297,0.1681,0.0592,0.1421,0.1736,0.0648,0.0337,0.1088,0.1952,0.2417,-0.032,-0.925
Virginia,,,0.0016,0.0008,0.1558,0.0079,0.077,0.1231,0.2255,0.0365,0.1436,0.154,0.2393,0.239,-0.075
Virginia,,,0.0316,0.0057,0.3131,0.0039,0.039,-0.11,0.1037,0.0615,0.1527,0.1754,0.1116,-0.017,-0.416666667
Virginia,,,-0.0182,0.0186,0.2501,-0.0943,0.0386,0.1627,0.2877,0.0414,0.0916,0.0772,0.2498,0.317,1
Virginia,,,-0.0074,-0.0287,-0.4331,-0.0191,0.1246,-0.0264,0.0406,0.0909,0.1056,0.0995,0.2481,-0.192,1.075
Virginia,,,-0.0067,0.0144,-0.0068,0.0088,0.0469,0.0698,0.2137,0.0759,0.1368,0.2612,0.2477,0.626,-0.016666666
Virginia,,,0.0289,0.0288,0.0206,0.1167,0.3239,-0.4809,0.2892,0.0875,0.1776,0.1703,0.3793,-0.743,-0.258333334
Virginia,,,0.0149,-0.0277,0.0625,-0.0014,0.0985,0.3863,0.4814,0.107,0.1877,0.1833,0.3462,-0.102,-0.258333333
Virginia,,,-0.0074,0.0342,0.0623,0.1744,-0.0353,0.1212,0.1158,0.0853,0.1502,0.0399,0.2861,0.518,-0.483333333
Virginia,,,-0.0356,-0.028,-0.0245,-0.0746,0.0526,-0.1725,0.2699,0.056,0.138,-0.034,0.2445,0.078,-0.058333334
Virginia,,,-0.0032,0.0167,-0.2565,-0.0074,0.0487,-0.0672,-0.0503,0.1478,0.089,-0.1528,0.3861,0.087,0.991666667
Virginia,,,0.0262,-0.0468,0.31,-0.025,-0.1673,0.1276,0.035,0.0748,-0.072,-0.2573,0.2004,-0.164,2.558333333
Virginia,,,-0.0109,0.0371,0.2449,0.0286,-0.0592,-0.0065,0.1827,-0.009,0.1017,0.0724,0.2155,-0.125,0.458333334
Virginia,,,0.0042,-0.0127,-0.072,0.0208,-0.1711,0.0763,0.1355,0.038,0.0927,0.0317,0.1246,0.047,-0.75
Virginia,,,-0.014,-0.0381,-0.0753,0.0024,-0.1457,0.0906,0.0736,0.0546,0.0661,0.0193,0.0362,0.1,-0.591666667
Virginia,,,0.012,-0.0426,-0.0148,-0.0026,0.0554,-0.0181,0.0157,0.0676,0.0513,0.1174,-0.1133,0.06,-0.4
Virginia,,,0.0122,0.0178,-0.129,0.0035,0.0556,0.0503,0.0944,0.0464,0.0872,0.0509,-0.1179,-0.083,-0.433333333
Virginia,,,0.0084,-0.0199,-0.1408,0.0057,0.1505,0.0113,0.1882,0.117,0.0582,0.1131,0.2392,-0.559,-0.75
Virginia,,,0.0063,-0.06326,0.50655,0.28488,0.14649,0.57974,0.63726,0.42313,0.0775,0.50402,0.82763,0.53,-0.366666667
